,Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id,sentiment
0,10/5/17 10:30 AM,TIME,14293310.0,,-1.0,en,<a href='http://www.socialflow.com' rel='nofollow'>SocialFlow</a>,Samsung will make $110 for every iPhone X sold https://t.co/wkmueiypGp,,,172.0,9.157811151678054e+17,4
1,10/5/17 8:00 AM,Daily Mail Online,15438913.0,,-1.0,en,<a href='https://studio.twitter.com' rel='nofollow'>Media Studio</a>,This Samsung phone explodes with zero warning! via @MailOnline https://t.co/GPQQekCjCe https://t.co/faHKWmo7VP,,,226.0,9.157433421634847e+17,0
2,10/4/17 1:08 AM,Microsoft,74286565.0,,-1.0,en,<a href='https://ads.twitter.com' rel='nofollow'>Twitter Ads</a>,"Today we're sharing our vision for #mixedreality, and unveiling a @Windows Mixed Reality headset from Samsung. https://t.co/Uf4xZekv3o",,,291.0,9.15277361817387e+17,4
3,10/5/17 4:15 PM,?�ᵪͺ����,2854285854.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.15867975202177e+17,4
4,10/5/17 4:15 PM,Petko Petkov,8.866768597479588e+17,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.158679645445734e+17,4
5,10/5/17 4:15 PM,Max Anderson,777940610.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Samsung saying that one G is quite enough thank you. #Worlds2017,,,0.0,9.1586793955473e+17,4
6,10/5/17 4:15 PM,Tobias Hartenstein,8.199041615841853e+17,,-1.0,en,<a href='http://www.crowdfireapp.com' rel='nofollow'>Crowdfire - Go Big</a>,One month with the Samsung Galaxy S8 Plus: Today's best smartphone for work and play | ZDNet https://t.co/v2LgLcxOgz https://t.co/303Zs6lSDm,,,0.0,9.158679308391424e+17,4
7,10/5/17 4:15 PM,??????? (Randa),15749069.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Why do I have a feeling my next phone will be a #Pixel2 ... ?? Sorry Samsung but I can't handle the 'Edges', have been through so much ?",,,0.0,9.15867926439309e+17,0
8,10/5/17 4:15 PM,Vanessa Mae Rabang,9.024740891215379e+17,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Quick visit ?@Samsung https://t.co/jNK6fY1ZwU,,,0.0,9.158679253361213e+17,4
9,10/5/17 4:15 PM,Michael Tjeng,75227005.0,CassMTan,44363357.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@CassMTan Come 2 Samsung,,,0.0,9.158679234821569e+17,4
10,10/5/17 4:15 PM,Cara Jackson,61885053.0,,-1.0,en,<a href='https://gleam.io' rel='nofollow'>Gleam Competition App</a>,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules https://t.co/6T1jLV8baC,,,0.0,9.158679215780495e+17,4
11,10/5/17 4:15 PM,Microsoft UK,720474368.0,,-1.0,en,<a href='https://prod2.sprinklr.com' rel='nofollow'>Sprinklr Prod2</a>,"#Microsoft teamed up with @Samsung, and the result is an amazing mixed-reality headset: https://t.co/xIicVdE8tZ https://t.co/TAOQDSk8Sf",,,0.0,9.158679181219594e+17,4
12,10/5/17 4:14 PM,Ikem,354863778.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Guys I want to sell my Samsung note 4, whose interested? Pls rt too https://t.co/NREbyFQap4",,,0.0,9.158679032699822e+17,0
13,10/5/17 4:14 PM,Catriel,1431411660.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.158678692792893e+17,4
14,10/5/17 4:14 PM,Ayudas Spartan,9.080225467962941e+17,,-1.0,en,<a href='http://www.twitter.com' rel='nofollow'>Twitter for Windows Phone</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.158678690109071e+17,4
15,10/5/17 4:14 PM,?,2197878722.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.158678581936251e+17,4
16,10/5/17 4:14 PM,Ben Witt,444820971.0,,-1.0,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,Samsung Enterprise Edition https://t.co/Cxvp32zP5A https://t.co/jlvO0Jzq3z,,,0.0,9.158678576066478e+17,4
17,10/5/17 4:14 PM,Frank Herrmann,552734580.0,,-1.0,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,Samsung Enterprise Edition https://t.co/yYXVkPIWcq https://t.co/3iTHcIp3c5,,,0.0,9.158678473850225e+17,4
18,10/5/17 4:14 PM,Parameterless,4613822915.0,,-1.0,en,<a href='https://parameterless.com' rel='nofollow'>Parameterless</a>,Samsung bites into Apple in India: Galaxy Note8 sales beat iPhone 8 [0.12]: https://t.co/FMCf9z8rje https://t.co/ePItIjgmpT,,,0.0,9.158678358171771e+17,0
19,10/5/17 4:14 PM,angel,7.337772817939866e+17,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @solornbalbum: 2012 ksoo:hey guys we had so much fun today hope u guys like it & make sure u check out this brand new samsung smart pc i�,,,2346.0,9.158678215942062e+17,4
20,10/5/17 4:14 PM,Daddy Warbucks,8.853005137298515e+17,morcLoL,86485789.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,@morcLoL Good thing is a lot of people had samsung and they barely got any pts,,,0.0,9.158678212419789e+17,4
21,10/5/17 4:14 PM,Stephan K?ster,111887472.0,,-1.0,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,Samsung Enterprise Edition https://t.co/llkMo1XeGL https://t.co/7U68RezdaZ,,,0.0,9.158677957784125e+17,4
22,10/5/17 4:14 PM,BB10QNX.DE,2431629264.0,,-1.0,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,Samsung Enterprise Edition https://t.co/QuhhQsCos8 https://t.co/e0xMYg6Xe8,,,0.0,9.158677855778652e+17,4
23,10/5/17 4:14 PM,wolfgangphoenix,8.138177737468314e+17,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Who's here? Samsung Hall, SM Aura https://t.co/l2MAAY1BQH",,,0.0,9.158677784264294e+17,4
24,10/5/17 4:14 PM,BlackBerry 10 QNX,714586995.0,,-1.0,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,Samsung Enterprise Edition https://t.co/vdtGk52Iby https://t.co/laVcujmDsI,,,0.0,9.158677746516499e+17,4
25,10/5/17 4:14 PM,SejuPoro??????,7.822501166273905e+17,,-1.0,en,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.158677715980206e+17,4
26,10/5/17 4:14 PM,informazione scienza,317700874.0,,-1.0,en,<a href='http://www.informazione.it' rel='nofollow'>Tweet Informazione</a>,Samsung Galaxy Tab A 8.0 2017 con Bixby? Dubbi dei fan (Romah24) https://t.co/m55KemmStT,,,0.0,9.158677519436718e+17,4
27,10/5/17 4:14 PM,Viketox,2260656533.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.158677406022943e+17,4
28,10/5/17 4:14 PM,Bk201,3316239981.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @G2mithy: Today I'm bringing home a birthday present.
A win against Samsung ?? #supportking #Worlds2017",,,45.0,9.158677360221512e+17,4
29,10/5/17 4:14 PM,kira?,2973909923.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @helloeuph0ria: siri could steal my girl, tell me my ass is not fat, and kick me in the trachea and I still wouldn't get a samsung",,,31.0,9.158677316684718e+17,0
30,10/5/17 4:14 PM,E.T. - SHOP,3432618437.0,,-1.0,en,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,"#eBayIT #imperdibili  Pz: 379,00� #SAMSUNG T819 GALAXY TAB S2 9.7 9.7' 32GB WI-FI + 4G LTE ANDROID 6 GOLD� https://t.co/82XWR3pTcP",,,0.0,9.158677011087155e+17,4
31,10/5/17 4:14 PM,Flutterpenn,960089468.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,Was anyone surprised by this outcome? Samsung is literally just a better version of G2 in every single way. Expected outcome. #Worlds2017,,,0.0,9.158676948340285e+17,0
32,10/5/17 4:14 PM,Stildus,312289900.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @G2mithy: Today I'm bringing home a birthday present.
A win against Samsung ?? #supportking #Worlds2017",,,45.0,9.158676941545144e+17,4
33,10/5/17 4:14 PM,Alexandre,4343325867.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @lolesports: Coming up next:

#EULCS Champion @G2esports vs. Worlds 2016 Runner-Up Samsung Galaxy! #G2WIN #SSGWIN #Worlds2017

?�https:/�",,,68.0,9.158676849690911e+17,4
34,10/5/17 4:14 PM,PerthNow,9609622.0,,-1.0,en,<a href='http://www.socialflow.com' rel='nofollow'>SocialFlow</a>,And the Choice Shonkys Awards go to... https://t.co/gYPkpchVzJ https://t.co/7JcYD3Na3z,,,0.0,9.158676806027551e+17,4
35,10/5/17 4:14 PM,Frangb9815,3226304559.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.158676773815378e+17,4
36,10/5/17 4:14 PM,Tweakers,31080694.0,,-1.0,en,<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>,Renders Samsung Galaxy A5 2018 tonen Bixby-knop https://t.co/s2Hqhel2pM,,,0.0,9.15867675074556e+17,4
37,10/5/17 4:14 PM,'??'????,7.023563995992596e+17,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.158676724111729e+17,4
38,10/5/17 4:14 PM,??,8.725927513883525e+17,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.15867666027393e+17,4
39,10/5/17 4:13 PM,FollowNewAccount,465819755.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @DavidPapp: [CNET] Google Pixel 2 XL vs. iPhone X, Galaxy Note 8 and LG V30 - CNET https://t.co/z4O4Mc6qLq",,,4.0,9.158676463856722e+17,4
40,10/5/17 4:13 PM,Bryan Espinoza,146214734.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.158676427198218e+17,4
41,10/5/17 4:13 PM,?ReHowskyy,2387578788.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,RT @lolesports: Samsung Galaxy start out strong with a win against @G2esports! #SSGWIN #Worlds2017 https://t.co/gj4uAYiiFh,,,96.0,9.15867630648664e+17,4
