,Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id,sentiment
0,10/5/17 2:03 AM,The Times of London,6107422.0,,-1.0,en,<a href='https://www.sprinklr.com' rel='nofollow'>Sprinklr</a>,"Upgrading to Apple�s latest iPhone operating system can reduce battery life by more than two hours, experts say� https://t.co/FHiTm8Q9y9",,,729.0,9.156535019628584e+17,0
1,10/5/17 5:51 AM,hayley from Paramore,40981798.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,need to feel feelings tonight in the big apple https://t.co/bXxssfRF5M,,,659.0,9.157110392154072e+17,0
2,10/4/17 8:00 PM,Stranger Things,3320478908.0,,-1.0,en,<a href='https://studio.twitter.com' rel='nofollow'>Media Studio</a>,"*do do do do do do do do* Stranger Things: The Game. 
Now available:
App Store: https://t.co/3pzG4sD3n6
Google Play� https://t.co/RLC59WAwWH",,,4424.0,9.155622674957187e+17,4
3,10/5/17 4:15 PM,julia robert,2191746361.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,RT @techbeardblog: The Best iOS 11 Hidden Features https://t.co/DI8eKaj87F via @techbeardblog #iOS11 #iPhone #Apple #iPad #iOS,,,12.0,9.158679852517294e+17,4
4,10/5/17 4:15 PM,Peggy L Henderson,492232347.0,,-1.0,en,<a href='http://www.Feed140.net' rel='nofollow'>feed_140</a>,"Original and enjoyable read. Combination of historical fiction, #timetravel and engaging #romance #ibooks https://t.co/GS8bFIgcn3",,,0.0,9.158679811328614e+17,4
5,10/5/17 4:15 PM,??,488398837.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Download: https://t.co/ksL20Np5Uv https://t.co/JpfztvEdVy,,,0.0,9.158679771399455e+17,4
6,10/5/17 4:15 PM,Punk Slime,259327860.0,,-1.0,en,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,".@luxury_death's new single 'Diluted' is out now!!
Listen on Spotify: https://t.co/JjoijHXdmJ // Apple Music:� https://t.co/7FN1vjgGcd",,,0.0,9.158679751184753e+17,4
7,10/5/17 4:15 PM,Frank Regan,2340601591.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @SweetDell: Geo Dell on I-tunes
https://t.co/sfWnwKnbgx",,,3.0,9.158679734868091e+17,4
8,10/5/17 4:15 PM,Myopia Podcast,2715563643.0,,-1.0,en,<a href='http://myopia.dudeletter.com' rel='nofollow'>Myopia Podcast</a>,RT @MicheleTrainer: Episode 11 with Peter Kelsey #podernfamily iTunes Podcast https://t.co/TlXuHDMtcI https://t.co/ms77QnWvAt,,,1.0,9.158679732476888e+17,4
9,10/5/17 4:15 PM,Buddies Crowdfunder,9.047847036805898e+17,,-1.0,en,<a href='http://www.hootsuite.com' rel='nofollow'>Hootsuite</a>,Apple Fresh is a zingy alternative to mint #toothpaste which most kids love! Help him take off! |� https://t.co/j6mXnbj5Y9,,,0.0,9.158679693513073e+17,4
