,Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id,sentiment
0,10/5/17 1:30 AM,Amaal Mallik,78583540.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"https://t.co/KHFyUgVi2t

My superstar friend @HardKaurWorld is nominated at @mtvema?! 

Vote for her #EMAsOnVh1 @Vivo_India 

Go Amaalians",,,57.0,9.15645394280964e+17,4
1,10/4/17 5:03 PM,MTV Splitsvilla,1225632804.0,,-1.0,en,<a href='https://studio.twitter.com' rel='nofollow'>Media Studio</a>,We know you're terribly sad to watch Anmol leave the villa without facing the Oracle with Mohit. Watch what they ha� https://t.co/ujEDUGralS,,,24.0,9.155177595675197e+17,0
2,10/3/17 6:05 PM,Vivo Philippines,7.155603422988575e+17,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"Over 1500 emojis, Face ID Access, VR mode, the possibilities on the #VivoV7Plus and Android Nougat 7.1 are infinite� https://t.co/UpbcLHlJyg",,,53.0,9.1517084292062e+17,4
3,10/5/17 4:13 PM,Deneb Luna,543085251.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @PrimeVideoMX: Ver Thursday Night Football en vivo por https://t.co/6GP86l3E1e este jueves. #TNFonPrimeVideo https://t.co/c0qxA1rGVk,,,119.0,9.158674970390897e+17,0
4,10/5/17 4:12 PM,Thunder Match Tech,145153907.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"Capture memorable moment with vivo V7+ 16MP Rear Camera.
#vivoMalaysia #V7plus #16MP #ClearerSelfie #PerfectShot https://t.co/eFVKJtexk5",,,0.0,9.158672404650312e+17,4
5,10/5/17 4:09 PM,vivian,303374487.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Carter has me up feeding him oatmeal it's 4:09am,,,0.0,9.158666470172141e+17,4
6,10/5/17 4:09 PM,????? HTL �����???,8.911225211264492e+17,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @MTVSplitsvilla: We know you're terribly sad to watch Anmol leave the villa without facing the Oracle with Mohit. Watch what they have t�,,,24.0,9.158665122332384e+17,0
7,10/5/17 4:08 PM,M. Fajar Mardiansyah,8.721168668056781e+17,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @vivo_malaysia: Grab your vivo V7+ and protect your privacy with Face Access. The new facial recognition unlocking system allows you to�,,,97.0,9.158663794247516e+17,4
8,10/5/17 4:08 PM,M. Fajar Mardiansyah,8.721168668056781e+17,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @vivo_malaysia: Capture memorable moment with vivo V7+ 16MP Rear Camera.

#vivoMalaysia�#V7plus�#16MP�#ClearerSelfie�#PerfectShot https:�",,,81.0,9.158662913653391e+17,4
9,10/5/17 4:08 PM,Salsa Warriors,2651760390.0,,-1.0,en,<a href='http://32oneweb.com' rel='nofollow'>Salsa Warriors Radio</a>,"Now Playing on Salsa Warriors Son35, Son 4 Cuerdas (En Vivo) by Bobby Valentin  https://t.co/dJY5nlOcb8",,,0.0,9.158661649533377e+17,4
